"PFPR","TREATMENT_COVERAGE","STARTING_PARTNER_DRUG_FREQ","TIME_TO_1p_580Y","TIME_TO_10p_580Y","TIME_TO_25p_580Y","TIME_PARTNER_DRUG_RES_FREQ_TO_1p","TIME_PARTNER_DRUG_RES_FREQ_TO_5p","TIME_PARTNER_DRUG_RES_FREQ_TO_10p","TIME_PARTNER_DRUG_RES_FREQ_TO_20p","TIME_TO_10p_TF","TIME_TO_25p_TF","NUMBER_OF_TREATMENT_FAILURES","NUMBER_OF_MUTATION_EVENTS_1","NUMBER_OF_MUTATION_EVENTS_2","NUMBER_OF_MUTATION_EVENTS_3","NUMBER_OF_MUTATION_EVENTS_4","NUMBER_OF_MUTATION_EVENTS_5"
1,0.2,0,4.24657534246575,23.3150684931507,30.2191780821918,0.876712328767123,0.876712328767123,0.876712328767123,0.876712328767123,0.0547945205479436,24.8767123287671,0.0776,4,4,0,7,4
1,0.2,0,2.10958904109589,15.4246575342466,34.3287671232877,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.0547945205479436,17.1506849315069,0.081325,2,2,4,6,3
1,0.2,0,9.58904109589041,NA,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.0547945205479436,NA,0.055825,10,2,6,3,2
1,0.2,0,1.94520547945206,NA,NA,0.712328767123289,0.712328767123289,0.712328767123289,0.712328767123289,0.0547945205479436,26.3561643835616,0.0694,3,4,1,4,6
1,0.2,0,2.19178082191781,NA,NA,0.465753424657535,0.465753424657535,0.465753424657535,0.465753424657535,0.0547945205479436,NA,0.056775,5,5,5,2,3
1,0.2,0,6.71232876712329,31.3698630136986,38.9315068493151,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.219178082191782,NA,0.067725,3,3,6,6,4
1,0.2,0,2.84931506849315,11.6438356164384,36.0547945205479,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.0547945205479436,NA,0.091875,17,15,13,18,18
1,0.2,0,15.7534246575342,NA,NA,0.465753424657535,0.465753424657535,0.465753424657535,0.465753424657535,0.0547945205479436,NA,0.06305,3,8,4,9,2
1,0.2,0,21.1780821917808,NA,NA,1.28767123287671,1.28767123287671,1.28767123287671,1.28767123287671,0.301369863013697,NA,0.0602,6,3,3,4,2
1,0.2,0,4.08219178082192,NA,NA,0.465753424657535,0.465753424657535,0.465753424657535,0.465753424657535,0.383561643835616,NA,0.07685,5,9,7,3,4
1,0.2,0,20.5205479452055,NA,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.0547945205479436,NA,0.06575,2,2,5,8,3
1,0.2,0,15.0958904109589,NA,NA,0.794520547945204,0.794520547945204,0.794520547945204,0.794520547945204,0.136986301369863,NA,0.0625,4,5,3,5,3
1,0.2,0,14.5205479452055,24.7945205479452,NA,0.958904109589042,0.958904109589042,0.958904109589042,0.958904109589042,0.219178082191782,NA,0.0695,3,2,3,6,1
1,0.2,0,23.3150684931507,39.2602739726027,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.0547945205479436,NA,0.06285,3,4,3,5,2
1,0.2,0,5.72602739726027,NA,NA,0.465753424657535,0.465753424657535,0.465753424657535,0.465753424657535,0.136986301369863,NA,0.05515,1,3,2,6,4
1,0.2,0,4.32876712328767,37.2876712328767,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.383561643835616,NA,0.081075,2,6,8,11,4
1,0.2,0,16.7397260273973,NA,NA,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.219178082191782,NA,0.06595,1,5,9,5,4
1,0.2,0,39.3424657534247,NA,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.136986301369863,NA,0.056425,1,6,4,6,6
1,0.2,0,5.23287671232877,NA,NA,0.63013698630137,0.63013698630137,0.63013698630137,0.63013698630137,0.136986301369863,NA,0.072675,7,3,3,8,4
1,0.2,0,14.2739726027397,NA,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.0547945205479436,NA,0.0702,5,6,3,7,3
1,0.2,0,9.17808219178082,NA,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.136986301369863,1.86301369863014,0.063,7,5,3,4,5
1,0.2,0,10.4931506849315,39.5068493150685,NA,1.2054794520548,1.2054794520548,1.2054794520548,1.2054794520548,0.0547945205479436,NA,0.073825,0,4,7,4,6
1,0.2,0,1.28767123287671,32.7671232876712,39.5890410958904,0.876712328767123,0.876712328767123,0.876712328767123,0.876712328767123,0.383561643835616,NA,0.075275,7,5,6,4,5
1,0.2,0,24.8767123287671,NA,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.136986301369863,NA,0.071525,7,4,4,4,3
1,0.2,0,6.38356164383562,34,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,NA,0.07415,2,5,4,5,3
1,0.2,0,4.65753424657534,21.2602739726027,31.4520547945205,0.63013698630137,0.63013698630137,0.63013698630137,0.63013698630137,0.465753424657535,NA,0.07485,1,3,3,3,2
1,0.2,0,2.10958904109589,23.7260273972603,33.8356164383562,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.136986301369863,NA,0.081875,4,3,8,0,7
1,0.2,0,3.17808219178082,21.013698630137,27.1780821917808,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,38.2739726027397,0.08755,18,17,15,18,17
1,0.2,0,12.0547945205479,33.5890410958904,NA,0.63013698630137,0.63013698630137,0.63013698630137,0.63013698630137,0.547945205479451,NA,0.071375,8,2,4,9,5
1,0.2,0,14.4383561643836,NA,NA,0.876712328767123,0.876712328767123,0.876712328767123,0.876712328767123,0.0547945205479436,NA,0.069925,4,5,6,5,6
1,0.2,0,10.2465753424658,28.0821917808219,NA,0.465753424657535,0.465753424657535,0.465753424657535,0.465753424657535,0.0547945205479436,NA,0.071825,11,3,10,5,5
1,0.2,0,2.27397260273973,26.5205479452055,NA,0.547945205479451,0.547945205479451,0.547945205479451,0.547945205479451,0.136986301369863,29.5616438356164,0.0705,12,14,15,17,13
1,0.2,0,23.5616438356164,NA,NA,0.712328767123289,0.712328767123289,0.712328767123289,0.712328767123289,0.0547945205479436,NA,0.0657,3,3,7,2,12
1,0.2,0,9.0958904109589,21.5068493150685,37.6164383561644,1.2054794520548,1.2054794520548,1.2054794520548,1.2054794520548,0.301369863013697,32.7671232876712,0.085025,4,2,3,2,3
1,0.2,0,21.4246575342466,NA,NA,0.465753424657535,0.465753424657535,0.465753424657535,0.465753424657535,0.0547945205479436,NA,0.05935,1,7,6,5,0
1,0.2,0,10.0821917808219,25.9452054794521,NA,1.2054794520548,1.2054794520548,1.2054794520548,1.2054794520548,0.0547945205479436,NA,0.06975,6,1,5,10,5
1,0.2,0,2.43835616438356,NA,NA,0.712328767123289,0.712328767123289,0.712328767123289,0.712328767123289,0.136986301369863,NA,0.0766,4,3,6,8,7
1,0.2,0,20.9315068493151,NA,NA,0.547945205479451,0.547945205479451,0.547945205479451,0.547945205479451,0.301369863013697,NA,0.06565,3,9,3,1,4
1,0.2,0,2.6027397260274,27.0958904109589,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.0547945205479436,NA,0.0759,4,8,4,6,6
1,0.2,0,6.21917808219178,NA,NA,0.958904109589042,0.958904109589042,0.958904109589042,0.958904109589042,1.12328767123288,NA,0.065525,4,6,4,4,4
1,0.2,0,4.49315068493151,21.9178082191781,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.136986301369863,NA,0.062425,5,9,9,11,3
1,0.2,0,14.9315068493151,35.8904109589041,NA,0.547945205479451,0.547945205479451,0.547945205479451,0.547945205479451,0.383561643835616,NA,0.0697,2,2,3,1,2
1,0.2,0,3.01369863013699,16,27.7534246575342,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.876712328767123,14.4383561643836,0.074,4,3,9,3,1
1,0.2,0,18.7123287671233,23.2328767123288,29.0684931506849,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.0547945205479436,39.9178082191781,0.085075,6,2,2,9,4
1,0.2,0,28.2465753424658,NA,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.0547945205479436,NA,0.071125,6,5,11,4,5
1,0.2,0,8.27397260273973,33.1780821917808,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.136986301369863,NA,0.071075,4,6,6,3,5
1,0.2,0,7.12328767123288,NA,NA,0.465753424657535,0.465753424657535,0.465753424657535,0.465753424657535,0.0547945205479436,NA,0.073975,4,7,1,3,9
1,0.2,0,5.89041095890411,15.3424657534247,23.8904109589041,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.219178082191782,NA,0.0742,4,5,1,7,5
1,0.2,0,12.4657534246575,26.1917808219178,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.136986301369863,34.6575342465753,0.069875,2,6,5,5,6
1,0.2,0,10.3287671232877,NA,NA,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.301369863013697,NA,0.060875,6,2,4,4,4
1,0.2,0,4.41095890410959,13.041095890411,22.986301369863,0.63013698630137,0.63013698630137,0.63013698630137,0.63013698630137,0.0547945205479436,NA,0.0669,2,3,1,5,3
1,0.2,0,21.3424657534247,NA,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,1.45205479452055,NA,0.071,4,7,5,6,4
1,0.2,0,10.986301369863,36.3835616438356,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.219178082191782,NA,0.071475,3,7,5,5,2
1,0.2,0,7.36986301369863,20.9315068493151,32.7671232876712,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.136986301369863,28.2465753424658,0.082175,1,4,5,3,8
1,0.2,0,5.97260273972603,NA,NA,0.465753424657535,0.465753424657535,0.465753424657535,0.465753424657535,0.136986301369863,NA,0.0675,6,2,7,6,2
1,0.2,0,8.6027397260274,NA,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.219178082191782,NA,0.06335,3,7,8,9,6
1,0.2,0,21.9178082191781,NA,NA,0.958904109589042,0.958904109589042,0.958904109589042,0.958904109589042,0.0547945205479436,NA,0.075375,6,7,3,6,6
1,0.2,0,5.56164383561644,25.2054794520548,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,NA,0.070775,6,3,3,7,9
1,0.2,0,8.19178082191781,32.9315068493151,NA,0.876712328767123,0.876712328767123,0.876712328767123,0.876712328767123,0.794520547945204,NA,0.064325,0,5,6,7,1
1,0.2,0,10.1643835616438,NA,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.0547945205479436,NA,0.071275,7,5,6,6,8
1,0.2,0,11.972602739726,24.0547945205479,NA,0.465753424657535,0.465753424657535,0.465753424657535,0.465753424657535,0.383561643835616,NA,0.07385,4,10,7,4,5
1,0.2,0,25.5342465753425,NA,NA,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.136986301369863,NA,0.06295,2,4,3,8,4
1,0.2,0,4.32876712328767,NA,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.0547945205479436,NA,0.074525,0,7,4,8,3
1,0.2,0,9.01369863013699,NA,NA,0.958904109589042,0.958904109589042,0.958904109589042,0.958904109589042,0.136986301369863,NA,0.06485,3,5,5,3,4
1,0.2,0,1.45205479452055,NA,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.383561643835616,NA,0.0631,6,4,4,7,3
1,0.2,0,3.50684931506849,15.5068493150685,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.136986301369863,34.1643835616438,0.068,4,5,5,5,1
1,0.2,0,14.9315068493151,NA,NA,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.301369863013697,NA,0.062,7,2,4,5,1
1,0.2,0,2.52054794520548,NA,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.0547945205479436,NA,0.070925,2,5,8,2,5
1,0.2,0,25.2054794520548,NA,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.136986301369863,NA,0.059,4,2,6,1,3
1,0.2,0,21.9178082191781,29.0684931506849,37.5342465753425,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.465753424657535,36.2191780821918,0.0784,3,2,4,5,4
1,0.2,0,6.46575342465754,36.0547945205479,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.136986301369863,NA,0.07055,1,4,5,2,5
1,0.2,0,7.86301369863014,NA,NA,1.12328767123288,1.12328767123288,1.12328767123288,1.12328767123288,0.465753424657535,NA,0.054775,9,2,2,4,3
1,0.2,0,12.4657534246575,24.958904109589,NA,0.547945205479451,0.547945205479451,0.547945205479451,0.547945205479451,0.219178082191782,NA,0.08075,2,4,4,1,5
1,0.2,0,17.8904109589041,NA,NA,0.547945205479451,0.547945205479451,0.547945205479451,0.547945205479451,0.0547945205479436,NA,0.069825,3,4,4,1,3
1,0.2,0,10.9041095890411,NA,NA,0.547945205479451,0.547945205479451,0.547945205479451,0.547945205479451,0.301369863013697,NA,0.057975,3,6,4,4,3
1,0.2,0,11.1506849315068,22.4931506849315,32.1917808219178,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,33.9178082191781,0.0799,3,4,4,4,5
1,0.2,0,7.94520547945206,NA,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.383561643835616,NA,0.073,1,1,8,1,10
1,0.2,0,5.3972602739726,NA,NA,0.547945205479451,0.547945205479451,0.547945205479451,0.547945205479451,0.301369863013697,30.2191780821918,0.065675,6,3,2,7,4
1,0.2,0,6.87671232876712,15.7534246575342,21.5890410958904,0.63013698630137,0.63013698630137,0.63013698630137,0.63013698630137,0.219178082191782,25.6986301369863,0.104025,6,4,2,8,5
1,0.2,0,9.01369863013699,NA,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.219178082191782,NA,0.0456,1,4,2,4,1
1,0.2,0,11.7260273972603,36.0547945205479,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.136986301369863,NA,0.071475,4,5,1,6,5
1,0.2,0,11.4794520547945,27.3424657534247,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.219178082191782,NA,0.0735,4,8,4,6,4
1,0.2,0,3.91780821917808,36.3013698630137,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.876712328767123,NA,0.05835,5,8,5,5,5
1,0.2,0,1.94520547945206,NA,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.219178082191782,NA,0.05915,7,5,1,5,6
1,0.2,0,31.6164383561644,NA,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.136986301369863,NA,0.060775,4,3,3,3,4
1,0.2,0,12.3013698630137,24.5479452054795,33.4246575342466,0.712328767123289,0.712328767123289,0.712328767123289,0.712328767123289,0.301369863013697,NA,0.0677,4,7,3,7,4
1,0.2,0,4.73972602739726,32.1917808219178,NA,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.465753424657535,NA,0.067325,3,3,4,4,1
1,0.2,0,16.5753424657534,32.4383561643836,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.63013698630137,NA,0.069575,10,2,1,2,6
1,0.2,0,3.50684931506849,NA,NA,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.219178082191782,NA,0.06755,5,5,3,2,5
1,0.2,0,2.35616438356164,NA,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.383561643835616,NA,0.062775,4,3,5,3,4
1,0.2,0.01,3.91780821917808,NA,NA,1.53424657534246,1.53424657534246,1.53424657534246,1.53424657534246,0.0547945205479436,NA,0.065425,6,1,7,6,5
1,0.2,0.01,9.91780821917808,NA,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.0547945205479436,11.1506849315068,0.062475,4,2,2,3,2
1,0.2,0.01,9.34246575342466,28.8219178082192,39.6712328767123,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.383561643835616,NA,0.07115,4,4,2,5,3
1,0.2,0.01,2.68493150684931,15.7534246575342,37.9452054794521,0.547945205479451,0.547945205479451,0.547945205479451,0.547945205479451,0.301369863013697,NA,0.08925,5,5,7,5,8
1,0.2,0.01,5.56164383561644,NA,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.63013698630137,NA,0.06515,4,3,1,7,4
1,0.2,0.01,38.8493150684931,NA,NA,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.0547945205479436,NA,0.071175,2,7,5,6,3
1,0.2,0.01,2.19178082191781,12.8767123287671,31.9452054794521,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.136986301369863,36.3013698630137,0.087775,3,7,2,9,5
1,0.2,0.01,7.78082191780822,21.9178082191781,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.0547945205479436,NA,0.0809,4,2,5,3,4
1,0.2,0.01,2.35616438356164,NA,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.547945205479451,NA,0.06515,2,5,6,6,4
1,0.2,0.01,8.68493150684931,NA,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.0547945205479436,NA,0.074675,2,4,5,1,4
1,0.2,0.01,4.24657534246575,34.4931506849315,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.465753424657535,NA,0.076175,6,4,5,3,6
1,0.2,0.01,10.7397260273973,32.6027397260274,NA,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.0547945205479436,NA,0.074625,1,3,2,5,5
1,0.2,0.01,21.7534246575342,NA,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.136986301369863,NA,0.069075,5,3,4,6,2
1,0.2,0.01,8.52054794520548,38.6027397260274,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.712328767123289,NA,0.069525,5,3,2,5,2
1,0.2,0.01,14.5205479452055,NA,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,NA,0.058325,1,1,4,4,4
1,0.2,0.01,16.986301369863,NA,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.0547945205479436,NA,0.060625,5,2,2,8,7
1,0.2,0.01,6.63013698630137,NA,NA,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.136986301369863,NA,0.07395,6,7,4,4,4
1,0.2,0.01,14.6849315068493,NA,NA,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.0547945205479436,NA,0.062225,1,3,1,7,2
1,0.2,0.01,6.7945205479452,NA,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,NA,0.0609,5,10,7,6,7
1,0.2,0.01,6.95890410958904,NA,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.301369863013697,NA,0.069925,7,6,6,1,2
1,0.2,0.01,5.89041095890411,17.8082191780822,NA,0.547945205479451,0.547945205479451,0.547945205479451,0.547945205479451,0.219178082191782,NA,0.059625,5,3,4,7,8
1,0.2,0.01,8.68493150684931,NA,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.0547945205479436,NA,0.073625,7,3,4,5,7
1,0.2,0.01,8.68493150684931,18.0547945205479,23.5616438356164,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.465753424657535,26.1917808219178,0.1059,2,3,6,8,3
1,0.2,0.01,7.61643835616438,20.7671232876712,34.7397260273973,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.0547945205479436,37.041095890411,0.072475,2,3,2,4,5
1,0.2,0.01,17.3972602739726,NA,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.136986301369863,NA,0.0749,3,4,3,3,4
1,0.2,0.01,5.97260273972603,29.2328767123288,NA,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.136986301369863,32.5205479452055,0.08285,6,4,4,3,3
1,0.2,0.01,2.43835616438356,15.4246575342466,NA,0.547945205479451,0.547945205479451,0.547945205479451,0.547945205479451,0.136986301369863,NA,0.071125,2,7,5,4,4
1,0.2,0.01,22.2465753424658,NA,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.136986301369863,NA,0.064825,4,3,5,6,2
1,0.2,0.01,2.93150684931507,6.46575342465754,18.3835616438356,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.0547945205479436,26.5205479452055,0.098875,15,13,17,20,15
1,0.2,0.01,3.50684931506849,24.7123287671233,34.4109589041096,0.63013698630137,0.63013698630137,0.63013698630137,0.63013698630137,0.219178082191782,25.1232876712329,0.070425,4,3,3,4,5
1,0.2,0.01,6.38356164383562,27.9178082191781,33.5068493150685,0.712328767123289,0.712328767123289,0.712328767123289,0.712328767123289,0.465753424657535,33.4246575342466,0.070225,4,4,2,6,4
1,0.2,0.01,3.01369863013699,19.2876712328767,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.0547945205479436,NA,0.075025,9,7,7,4,3
1,0.2,0.01,18.0547945205479,NA,NA,0.794520547945204,0.794520547945204,0.794520547945204,0.794520547945204,0.0547945205479436,33.3424657534247,0.0669,1,4,4,4,1
1,0.2,0.01,6.87671232876712,18.8767123287671,26.9315068493151,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.136986301369863,33.4246575342466,0.094625,4,5,4,4,7
1,0.2,0.01,5.15068493150685,24.6301369863014,39.013698630137,0.876712328767123,0.876712328767123,0.876712328767123,0.876712328767123,0.465753424657535,NA,0.08045,6,5,9,8,8
1,0.2,0.01,7.78082191780822,26.6849315068493,NA,0.63013698630137,0.63013698630137,0.63013698630137,0.63013698630137,0.136986301369863,NA,0.073725,5,4,3,9,2
1,0.2,0.01,6.13698630136986,13.6986301369863,21.5890410958904,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.136986301369863,30.0547945205479,0.0991,3,7,4,6,4
1,0.2,0.01,4.24657534246575,NA,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.136986301369863,NA,0.07275,2,3,5,7,3
1,0.2,0.01,14.7671232876712,29.3972602739726,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.0547945205479436,NA,0.068525,2,2,5,5,4
1,0.2,0.01,16,39.1780821917808,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.136986301369863,NA,0.069375,3,4,3,2,4
1,0.2,0.01,4,NA,NA,0.794520547945204,0.794520547945204,0.794520547945204,0.794520547945204,0.219178082191782,NA,0.066225,4,8,5,1,3
1,0.2,0.01,12.8767123287671,NA,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.0547945205479436,NA,0.075625,5,7,8,9,9
1,0.2,0.01,NA,NA,NA,0.547945205479451,0.547945205479451,0.547945205479451,0.547945205479451,0.465753424657535,NA,0.068975,1,6,4,3,5
1,0.2,0.01,10,25.7808219178082,34.3287671232877,0.465753424657535,0.465753424657535,0.465753424657535,0.465753424657535,0.219178082191782,31.2876712328767,0.090175,2,5,7,6,6
1,0.2,0.01,12.7945205479452,NA,NA,0.219178082191782,0.219178082191782,0.219178082191782,0.219178082191782,0.301369863013697,NA,0.065975,3,6,4,2,4
1,0.2,0.01,5.89041095890411,NA,NA,0.876712328767123,0.876712328767123,0.876712328767123,0.876712328767123,0.219178082191782,NA,0.060975,3,5,4,5,3
1,0.2,0.01,4.08219178082192,10.7397260273973,20.6027397260274,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.0547945205479436,NA,0.0888,8,4,2,6,8
1,0.2,0.01,3.26027397260274,NA,NA,0.712328767123289,0.712328767123289,0.712328767123289,0.712328767123289,0.0547945205479436,NA,0.065625,3,6,2,5,5
1,0.2,0.01,6.95890410958904,32.2739726027397,NA,0.958904109589042,0.958904109589042,0.958904109589042,0.958904109589042,0.465753424657535,NA,0.072375,5,8,2,5,3
1,0.2,0.01,19.4520547945205,28.4109589041096,39.4246575342466,2.02739726027397,2.02739726027397,2.02739726027397,2.02739726027397,0.219178082191782,NA,0.069025,2,6,6,2,0
1,0.2,0.01,3.91780821917808,NA,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.0547945205479436,NA,0.06535,3,5,4,6,3
1,0.2,0.01,21.0958904109589,NA,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.219178082191782,NA,0.079825,2,4,7,5,6
1,0.2,0.01,12.7945205479452,35.972602739726,NA,0.136986301369863,0.136986301369863,0.136986301369863,0.136986301369863,0.0547945205479436,NA,0.062175,0,4,5,5,4
1,0.2,0.01,10,22.4931506849315,39.9178082191781,0.383561643835616,0.383561643835616,0.383561643835616,0.383561643835616,0.0547945205479436,NA,0.080025,5,4,3,4,3
1,0.2,0.01,11.6438356164384,38.8493150684931,NA,0.301369863013697,0.301369863013697,0.301369863013697,0.301369863013697,0.0547945205479436,NA,0.07005,8,5,3,8,7
