"PFPR","TREATMENT_COVERAGE","STARTING_PARTNER_DRUG_FREQ","TIME_TO_1p_580Y","TIME_TO_10p_580Y","TIME_TO_25p_580Y","TIME_PARTNER_DRUG_RES_FREQ_TO_1p","TIME_PARTNER_DRUG_RES_FREQ_TO_5p","TIME_PARTNER_DRUG_RES_FREQ_TO_10p","TIME_PARTNER_DRUG_RES_FREQ_TO_20p","TIME_TO_10p_TF","TIME_TO_25p_TF","NUMBER_OF_TREATMENT_FAILURES","NUMBER_OF_MUTATION_EVENTS_1","NUMBER_OF_MUTATION_EVENTS_2","NUMBER_OF_MUTATION_EVENTS_3","NUMBER_OF_MUTATION_EVENTS_4","NUMBER_OF_MUTATION_EVENTS_5"
1,0.2,0,2.35616438356164,NA,NA,9.67123287671233,35.2328767123288,NA,NA,20.6849315068493,NA,0.032075,2,6,2,2,5
1,0.2,0,9.75342465753425,NA,NA,21.1780821917808,36.3835616438356,NA,NA,2.52054794520548,NA,0.028825,7,6,5,6,6
1,0.2,0,13.6986301369863,NA,NA,5.15068493150685,13.5342465753425,33.6712328767123,38.8493150684931,3.50684931506849,NA,0.031775,2,7,5,4,2
1,0.2,0,6.05479452054794,NA,NA,11.972602739726,26.1095890410959,39.5068493150685,NA,27.0958904109589,NA,0.02435,2,3,5,6,5
1,0.2,0,24.8767123287671,NA,NA,3.50684931506849,25.2054794520548,29.8082191780822,38.6849315068493,3.67123287671233,NA,0.034875,1,3,5,6,0
1,0.2,0,10.9041095890411,25.6986301369863,NA,8.76712328767123,NA,NA,NA,4.16438356164383,NA,0.0308,4,3,5,3,7
1,0.2,0,10.0821917808219,30.958904109589,NA,10.1643835616438,NA,NA,NA,1.12328767123288,NA,0.034375,3,3,5,3,8
1,0.2,0,8.43835616438356,NA,NA,2.84931506849315,17.1506849315069,NA,NA,5.06849315068493,NA,0.0285,3,3,1,4,5
1,0.2,0,13.8630136986301,30.8767123287671,NA,6.13698630136986,34.3287671232877,NA,NA,3.42465753424657,NA,0.03,1,4,4,5,2
1,0.2,0,9.75342465753425,NA,NA,4.24657534246575,NA,NA,NA,8.84931506849315,NA,0.029025,3,5,6,5,2
1,0.2,0,2.10958904109589,35.972602739726,NA,24.6301369863014,35.0684931506849,39.013698630137,NA,8.35616438356164,NA,0.03245,4,2,4,6,7
1,0.2,0,7.86301369863014,NA,NA,15.9178082191781,NA,NA,NA,0.794520547945204,NA,0.031925,3,3,8,8,7
1,0.2,0,25.9452054794521,37.041095890411,NA,6.13698630136986,14.1095890410959,23.7260273972603,NA,3.42465753424657,NA,0.02685,5,6,5,5,3
1,0.2,0,5.3972602739726,NA,NA,27.9178082191781,NA,NA,NA,5.80821917808219,NA,0.028025,2,6,3,6,2
1,0.2,0,17.3150684931507,NA,NA,17.3150684931507,NA,NA,NA,14.5205479452055,NA,0.03315,1,1,2,5,6
1,0.2,0,12.7123287671233,22.6575342465753,NA,3.26027397260274,16.6575342465753,19.6164383561644,26.3561643835616,10.9041095890411,NA,0.03485,3,4,4,3,1
1,0.2,0,2.68493150684931,32.1095890410959,38.6027397260274,16.986301369863,NA,NA,NA,5.23287671232877,NA,0.034225,8,6,5,5,3
1,0.2,0,20.9315068493151,NA,NA,4.41095890410959,NA,NA,NA,4.41095890410959,NA,0.03155,5,3,2,2,1
1,0.2,0,4.24657534246575,NA,NA,2.19178082191781,26.3561643835616,28.8219178082192,39.9178082191781,7.04109589041096,NA,0.031025,5,6,3,10,7
1,0.2,0,5.3972602739726,26.7671232876712,35.3972602739726,32.6027397260274,NA,NA,NA,7.45205479452055,NA,0.03155,3,12,4,4,2
1,0.2,0,4.32876712328767,NA,NA,9.01369863013699,NA,NA,NA,3.67123287671233,NA,0.034325,2,2,5,2,5
1,0.2,0,13.9452054794521,NA,NA,NA,NA,NA,NA,8.52054794520548,NA,0.0286,4,6,1,7,6
1,0.2,0,16.4931506849315,NA,NA,2.52054794520548,NA,NA,NA,2.52054794520548,NA,0.02915,6,2,2,4,2
1,0.2,0,4.82191780821918,NA,NA,3.83561643835617,NA,NA,NA,16.2465753424658,NA,0.03435,2,4,5,6,6
1,0.2,0,10.2465753424658,NA,NA,6.63013698630137,NA,NA,NA,0.876712328767123,NA,0.023275,2,3,2,2,2
1,0.2,0,10.2465753424658,37.1232876712329,NA,13.8630136986301,20.8493150684931,NA,NA,4.65753424657534,NA,0.03485,3,6,3,2,4
1,0.2,0,12.2191780821918,37.4520547945205,NA,3.26027397260274,NA,NA,NA,8.52054794520548,NA,0.024525,4,3,2,8,5
1,0.2,0.01,1.86301369863014,NA,NA,0.0547945205479436,22.3287671232877,24.2191780821918,30.7123287671233,1.6986301369863,NA,0.036775,5,8,6,5,5
1,0.2,0.01,12.2191780821918,NA,NA,2.52054794520548,13.6164383561644,36.8767123287671,NA,1.36986301369863,NA,0.03125,6,5,2,5,5
1,0.2,0.01,14.2739726027397,NA,NA,0.712328767123289,24.8767123287671,NA,NA,2.27397260273973,NA,0.034225,6,5,3,4,3
1,0.2,0.01,18.7123287671233,NA,NA,0.219178082191782,17.8904109589041,33.7534246575342,NA,0.0547945205479436,NA,0.0246,2,4,4,5,3
1,0.2,0.01,9.0958904109589,23.6438356164384,NA,2.19178082191781,NA,NA,NA,4,NA,0.035225,4,5,3,6,4
1,0.2,0.01,18.7945205479452,NA,NA,0.0547945205479436,36.4657534246575,NA,NA,7.12328767123288,NA,0.036,3,12,7,7,2
1,0.2,0.01,10,NA,NA,0.465753424657535,NA,NA,NA,1.04109589041096,NA,0.025675,6,5,4,3,3
1,0.2,0.01,4.9041095890411,NA,NA,0.0547945205479436,14.8493150684931,24.5479452054795,36.7945205479452,0.63013698630137,NA,0.0281,5,6,7,6,4
1,0.2,0.01,5.47945205479452,NA,NA,0.0547945205479436,NA,NA,NA,0.0547945205479436,NA,0.032425,2,2,9,3,4
1,0.2,0.01,8.76712328767123,NA,NA,0.0547945205479436,NA,NA,NA,15.2602739726027,NA,0.030825,3,5,1,1,3
1,0.2,0.01,2.6027397260274,NA,NA,14.2739726027397,28.9041095890411,NA,NA,1.6986301369863,NA,0.0245,3,4,5,6,1
1,0.2,0.01,5.31506849315069,NA,NA,0.0547945205479436,28.4109589041096,33.8356164383562,NA,1.04109589041096,NA,0.036725,6,3,5,8,6
1,0.2,0.01,13.2876712328767,NA,NA,0.301369863013697,11.3150684931507,22.5753424657534,29.4794520547945,0.547945205479451,NA,0.0279,4,5,4,3,2
1,0.2,0.01,5.72602739726027,NA,NA,0.0547945205479436,8.19178082191781,11.8904109589041,NA,18.4657534246575,NA,0.03435,4,4,7,4,9
1,0.2,0.01,12.1369863013699,36.4657534246575,NA,0.0547945205479436,11.5616438356164,31.6164383561644,36.3835616438356,8.19178082191781,NA,0.039875,2,4,4,7,4
1,0.2,0.01,7.28767123287671,20.6849315068493,30.8767123287671,0.136986301369863,14.1095890410959,32.3561643835616,NA,6.54794520547945,NA,0.041375,7,5,5,6,3
1,0.2,0.01,NA,NA,NA,15.2602739726027,19.6164383561644,NA,NA,5.47945205479452,NA,0.031925,2,7,4,2,7
1,0.2,0.01,7.6986301369863,NA,NA,0.712328767123289,NA,NA,NA,0.876712328767123,NA,0.0249,3,2,1,4,1
1,0.2,0.01,7.53424657534246,NA,NA,0.465753424657535,NA,NA,NA,2.6027397260274,NA,0.030725,1,3,2,4,1
1,0.2,0.01,7.12328767123288,NA,NA,0.712328767123289,23.0684931506849,NA,NA,1.45205479452055,NA,0.037925,5,6,4,4,4
1,0.2,0.01,6.05479452054794,29.972602739726,NA,0.0547945205479436,17.8082191780822,28.8219178082192,33.4246575342466,14.2739726027397,NA,0.039775,8,6,7,7,5
1,0.2,0.01,6.46575342465754,18.5479452054795,27.8356164383562,0.0547945205479436,13.7808219178082,17.1506849315069,21.5890410958904,1.04109589041096,NA,0.038625,3,2,5,2,4
1,0.2,0.01,24.5479452054795,NA,NA,10.3287671232877,21.2602739726027,29.8082191780822,32.6849315068493,1.28767123287671,NA,0.02525,3,5,2,6,5
1,0.2,0.01,27.8356164383562,NA,NA,0.0547945205479436,35.4794520547945,NA,NA,0.383561643835616,NA,0.0311,3,4,5,1,5
1,0.2,0.01,11.8904109589041,24.3013698630137,NA,1.12328767123288,12.0547945205479,32.9315068493151,NA,0.0547945205479436,NA,0.03595,3,6,2,8,6
1,0.2,0.01,12.3013698630137,NA,NA,0.547945205479451,NA,NA,NA,6.87671232876712,NA,0.031325,3,2,6,8,5
1,0.2,0.01,2.93150684931507,NA,NA,0.0547945205479436,36.1369863013699,NA,NA,1.78082191780822,NA,0.039175,5,6,4,4,2
1,0.2,0.01,4.73972602739726,NA,NA,0.0547945205479436,6.38356164383562,19.4520547945205,NA,0.712328767123289,NA,0.0433,8,2,7,2,9
1,0.2,0.01,4.82191780821918,NA,NA,28.9041095890411,34.0821917808219,NA,NA,0.547945205479451,NA,0.0347,4,1,10,5,5
1,0.2,0.01,1.28767123287671,NA,NA,16.3287671232877,24.2191780821918,NA,NA,0.876712328767123,NA,0.034075,7,5,4,8,11
1,0.2,0.01,5.15068493150685,NA,NA,0.136986301369863,5.47945205479452,8.19178082191781,18.4657534246575,4.57534246575343,NA,0.028275,4,3,3,8,4
1,0.2,0.01,1.78082191780822,18.3835616438356,32.1917808219178,0.63013698630137,NA,NA,NA,8.02739726027397,NA,0.0401,17,13,20,18,15
1,0.2,0.01,3.67123287671233,39.3424657534247,NA,13.1232876712329,NA,NA,NA,0.63013698630137,NA,0.043575,2,3,8,4,7
1,0.2,0.01,35.8904109589041,NA,NA,0.136986301369863,NA,NA,NA,16.0821917808219,NA,0.028475,1,0,6,2,6
1,0.2,0.01,6.21917808219178,NA,NA,0.219178082191782,11.2328767123288,NA,NA,2.10958904109589,NA,0.026675,11,4,6,4,1
1,0.2,0.01,25.041095890411,NA,NA,0.136986301369863,10.9041095890411,NA,NA,5.15068493150685,NA,0.029225,2,8,3,7,2
1,0.2,0.01,16.5753424657534,NA,NA,0.219178082191782,25.1232876712329,NA,NA,1.28767123287671,NA,0.0346,4,4,1,1,5
1,0.2,0.01,27.1780821917808,NA,NA,0.301369863013697,NA,NA,NA,1.86301369863014,NA,0.0309,3,6,1,9,4
1,0.2,0.01,14.4383561643836,NA,NA,0.301369863013697,NA,NA,NA,4.32876712328767,NA,0.03055,3,3,3,3,5
1,0.2,0.01,14.5205479452055,NA,NA,0.0547945205479436,30.3835616438356,33.5890410958904,38.4383561643836,4,NA,0.027,6,2,3,2,1
1,0.2,0.01,6.71232876712329,NA,NA,0.63013698630137,NA,NA,NA,5.06849315068493,NA,0.043,7,5,6,7,6
1,0.2,0.01,4,NA,NA,0.0547945205479436,9.75342465753425,14.1095890410959,NA,3.50684931506849,NA,0.033025,4,3,7,9,4
1,0.2,0.01,10.0821917808219,NA,NA,0.301369863013697,NA,NA,NA,0.958904109589042,NA,0.02335,6,2,6,1,2
1,0.2,0.01,10.0821917808219,NA,NA,0.0547945205479436,NA,NA,NA,6.54794520547945,NA,0.0284,5,2,11,5,0
1,0.2,0.01,7.12328767123288,NA,NA,0.0547945205479436,2.76712328767123,9.34246575342466,NA,8.10958904109589,NA,0.034125,2,2,4,6,10
1,0.2,0.01,3.58904109589041,18.8767123287671,NA,24.7945205479452,36.7123287671233,NA,NA,2.52054794520548,NA,0.036675,5,5,2,4,2
1,0.2,0.01,2.84931506849315,NA,NA,2.93150684931507,24.7123287671233,NA,NA,4.82191780821918,NA,0.0289,0,1,8,6,3
1,0.2,0.01,20.1917808219178,35.6438356164384,NA,0.0547945205479436,9.26027397260274,23.7260273972603,NA,4.32876712328767,NA,0.0296,13,0,6,6,3
1,0.2,0.01,16.0821917808219,NA,NA,0.383561643835616,NA,NA,NA,13.6164383561644,NA,0.0383,6,4,8,8,3
1,0.2,0.01,14.5205479452055,32.1095890410959,NA,0.0547945205479436,NA,NA,NA,8.19178082191781,NA,0.03175,3,1,2,2,2
1,0.2,0.01,18.6301369863014,NA,NA,0.465753424657535,9.17808219178082,16.9041095890411,20.3561643835616,11.3972602739726,NA,0.0352,4,4,5,5,2
1,0.2,0.01,8.52054794520548,31.2876712328767,39.7534246575342,0.0547945205479436,39.6712328767123,NA,NA,10,NA,0.035225,3,3,5,4,3
1,0.2,0.01,39.8356164383562,NA,NA,0.136986301369863,NA,NA,NA,12.4657534246575,NA,0.036975,5,5,5,5,1
1,0.2,0.01,8.10958904109589,20.9315068493151,36.2191780821918,0.383561643835616,17.5616438356164,34.5753424657534,NA,5.47945205479452,NA,0.042525,5,2,7,4,6
1,0.2,0.01,22.8219178082192,NA,NA,0.383561643835616,11.972602739726,13.4520547945205,24.8767123287671,0.547945205479451,NA,0.0365,4,4,6,3,5
1,0.2,0.01,1.78082191780822,NA,NA,3.42465753424657,17.4794520547945,25.6164383561644,NA,16.0821917808219,NA,0.042325,7,7,2,4,2
1,0.2,0.01,14.5205479452055,28.7397260273973,NA,0.0547945205479436,18.7945205479452,27.013698630137,NA,0.876712328767123,NA,0.030025,3,4,5,7,7
1,0.2,0.01,4.9041095890411,22,37.1232876712329,0.0547945205479436,NA,NA,NA,0.0547945205479436,NA,0.03335,3,4,4,4,6
1,0.2,0.01,8.84931506849315,NA,NA,0.0547945205479436,NA,NA,NA,7.04109589041096,NA,0.029475,4,5,4,4,3
1,0.2,0.01,6.05479452054794,NA,NA,0.219178082191782,NA,NA,NA,3.26027397260274,NA,0.036125,6,1,5,4,7
1,0.2,0.01,13.9452054794521,NA,NA,0.0547945205479436,8.76712328767123,10.7397260273973,NA,4.16438356164383,NA,0.0316,6,4,2,4,1
1,0.2,0.01,7.36986301369863,NA,NA,0.0547945205479436,37.2876712328767,NA,NA,1.94520547945206,NA,0.031425,5,1,4,9,11
1,0.2,0.01,12.3835616438356,NA,NA,0.465753424657535,38.2739726027397,39.013698630137,NA,1.45205479452055,NA,0.0299,3,7,4,3,2
1,0.2,0.01,7.6986301369863,22.1643835616438,NA,0.0547945205479436,NA,NA,NA,3.50684931506849,NA,0.036375,1,5,4,4,1
1,0.2,0.01,3.0958904109589,31.6986301369863,NA,0.383561643835616,10.1643835616438,34.3287671232877,NA,1.53424657534246,NA,0.03575,4,3,1,0,4
1,0.2,0.01,3.67123287671233,NA,NA,2.10958904109589,NA,NA,NA,11.3150684931507,NA,0.031275,1,5,6,5,5
1,0.2,0.01,5.31506849315069,16.2465753424658,26.9315068493151,0.0547945205479436,14.027397260274,25.6986301369863,NA,4.73972602739726,NA,0.04415,6,7,5,5,7
1,0.2,0.01,3.42465753424657,38.2739726027397,NA,5.31506849315069,9.17808219178082,28,NA,2.68493150684931,NA,0.02915,4,2,7,2,3
1,0.2,0.01,13.3698630136986,NA,NA,0.0547945205479436,12.8767123287671,18.5479452054795,NA,4.24657534246575,NA,0.031425,0,3,5,6,1
1,0.2,0.01,14.1917808219178,NA,NA,0.0547945205479436,34.6575342465753,36.7123287671233,NA,0.547945205479451,NA,0.026125,2,2,6,5,4
1,0.2,0.01,21.0958904109589,NA,NA,1.36986301369863,NA,NA,NA,9.17808219178082,NA,0.033325,7,1,6,5,3
1,0.2,0.01,15.5068493150685,NA,NA,0.0547945205479436,11.2328767123288,NA,NA,1.61643835616438,NA,0.02685,3,5,7,4,2
1,0.2,0.01,NA,NA,NA,0.0547945205479436,3.75342465753425,15.7534246575342,NA,0.876712328767123,NA,0.033825,2,4,2,3,6
1,0.2,0.01,1.94520547945206,36.4657534246575,NA,0.63013698630137,11.3972602739726,NA,NA,5.15068493150685,NA,0.036675,3,5,3,5,11
1,0.2,0.01,27.8356164383562,NA,NA,0.63013698630137,26.6849315068493,NA,NA,2.43835616438356,NA,0.02975,0,2,5,6,4
1,0.2,0.01,12.5479452054795,31.6164383561644,NA,26.1917808219178,NA,NA,NA,11.6438356164384,NA,0.03165,3,5,7,4,7
1,0.2,0.01,20.6027397260274,NA,NA,0.0547945205479436,25.5342465753425,34.9041095890411,NA,0.301369863013697,NA,0.033775,1,1,2,4,7
1,0.2,0.01,4.73972602739726,23.1506849315069,33.7534246575342,0.0547945205479436,NA,NA,NA,0.63013698630137,NA,0.047225,5,7,1,6,5
1,0.2,0.01,5.72602739726027,18.7945205479452,29.0684931506849,0.136986301369863,2.93150684931507,15.6712328767123,29.1506849315069,1.78082191780822,NA,0.04445,4,3,6,3,8
1,0.2,0.01,6.54794520547945,23.6438356164384,NA,11.8904109589041,16.3287671232877,21.8356164383562,NA,2.52054794520548,NA,0.03895,5,2,9,4,7
1,0.2,0.01,12.8767123287671,NA,NA,1.6986301369863,11.7260273972603,NA,NA,9.83561643835617,NA,0.03155,3,3,4,5,2
